catalog_num,class_num,component,course_id,end_time,id,instructor,meeting_days,room,seats,section,start_time,subject,term,title,topic
495-0,38241,LEC,5010,12:20,156953,Nicos Maglaveras,TuTh,Technological Institute F281,13,71,11:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Bioelectric Systems Modeling and Analysis
495-0,38354,LEC,5010,12:20,157037,Brent Jaron Hecht,WeFr,Frances Searle 2378,5,74,11:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Algorithms in Society
510-0,31816,SEM,5116,16:50,153927,Alok Nidhi Choudhary,Fr,Technological Institute LG52,30,20,14:00,EECS,2017 Spring,Seminar,Social Media Mining
512-3,31843,SEM,18492,,153930,Peter A Dinda,,TBA ,30,23,,EECS,2017 Spring,Graduate Research Seminar,
512-3,31844,SEM,18492,,153931,Ming-Yang Kao,,TBA ,30,24,,EECS,2017 Spring,Graduate Research Seminar,
512-3,31846,SEM,18492,,153933,Ian D Horswill,,TBA ,30,26,,EECS,2017 Spring,Graduate Research Seminar,
512-3,31845,SEM,18492,,153932,Kenneth D Forbus,,TBA ,30,25,,EECS,2017 Spring,Graduate Research Seminar,
512-3,31842,SEM,18492,,153929,Alan Varteres Sahakian,,TBA ,30,22,,EECS,2017 Spring,Graduate Research Seminar,
512-3,31841,SEM,18492,,153928,Selim M Shahriar,,TBA ,30,21,,EECS,2017 Spring,Graduate Research Seminar,
545-0,31817,LEC,5117,,153934,Matthew A Grayson,,TBA ,25,1,,EECS,2017 Spring,Teaching Experience I,
546-0,31818,LEC,5118,,153935,Matthew A Grayson,,TBA ,25,1,,EECS,2017 Spring,Teaching Experience II,
101-6,33262,LEC,1763,15:20,155432,Kelly E Wisecup,MoWe,Harris Hall L05,15,22,14:00,ENGLISH,2017 Spring,First-Year Seminar,The Sand Creek Massacre & Northwestern University
101-6,33263,LEC,1763,10:50,155433,Regina M Schwartz,TuTh,Harris Hall L04,14,23,9:30,ENGLISH,2017 Spring,First-Year Seminar,Ideas of Justice
101-6,33265,LEC,1763,16:50,155435,Chad Benito Infante,TuTh,Harris Hall L04,14,25,15:30,ENGLISH,2017 Spring,First-Year Seminar,The Race of Cartoons
101-6,33264,LEC,1763,13:50,155434,William Casey Caldwell,TuTh,Harris Hall L04,15,24,12:30,ENGLISH,2017 Spring,First-Year Seminar,The Bonds of Debt
101-6,33261,LEC,1763,12:20,155431,Sarah Elizabeth Wilson,MoWe,Harris Hall L05,13,21,11:00,ENGLISH,2017 Spring,First-Year Seminar,Giving up the Ghost
101-6,33260,LEC,1763,10:50,155430,Juan M Martinez,MoWe,Harris Hall L04,14,20,9:30,ENGLISH,2017 Spring,First-Year Seminar,Obsessed: Taste & Pop Culture
105-0,35054,LEC,1767,11:50,155436,Susanna Lauren Sacks,MoWeFr,University Hall 312,12,20,11:00,ENGLISH,2017 Spring,Expository Writing,
105-0,35056,LEC,1767,13:50,155438,William Edwin Pierce,MoWeFr,University Hall 112,12,22,13:00,ENGLISH,2017 Spring,Expository Writing,
105-0,35055,LEC,1767,12:20,155437,Kara Arlene Johnson,TuTh,University Hall 118,12,21,11:00,ENGLISH,2017 Spring,Expository Writing,
105-6,35058,LEC,1770,16:50,155440,Bradley S Zakarin,TuTh,,14,21,15:30,ENGLISH,2017 Spring,First-Year Seminar,Making Sense of Crises
105-6,35057,LEC,1770,15:20,155439,James Richard O'Laughlin,MoWe,University Hall 112,15,20,14:00,ENGLISH,2017 Spring,First-Year Seminar,Writing about Global Justice
106-2,35090,LEC,1772,,155472,,,TBA ,15,32,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35059,LEC,1772,,155441,,,,15,1,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35083,LEC,1772,,155465,,,,15,25,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35060,LEC,1772,,155442,,,,15,2,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35061,LEC,1772,,155443,,,,15,3,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35063,LEC,1772,,155445,,,,15,5,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35065,LEC,1772,,155447,,,,15,7,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35067,LEC,1772,,155449,,,,15,9,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35069,LEC,1772,,155451,,,,15,11,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35071,LEC,1772,,155453,,,,15,13,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35073,LEC,1772,,155455,,,TBA ,15,15,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35075,LEC,1772,,155457,,,,15,17,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35077,LEC,1772,,155459,,,,15,19,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35079,LEC,1772,,155461,,,,15,21,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35081,LEC,1772,,155463,,,,15,23,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35085,LEC,1772,,155467,,,,15,27,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35087,LEC,1772,,155469,,,,15,29,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35089,LEC,1772,,155471,,,,15,31,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35091,LEC,1772,,155473,,,,15,33,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35086,LEC,1772,,155468,,,,15,28,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35084,LEC,1772,,155466,,,,15,26,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35082,LEC,1772,,155464,,,,15,24,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35080,LEC,1772,,155462,,,,15,22,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35078,LEC,1772,,155460,,,,15,20,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35076,LEC,1772,,155458,,,,15,18,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35074,LEC,1772,,155456,,,,15,16,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35072,LEC,1772,,155454,,,,15,14,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35062,LEC,1772,,155444,,,,15,4,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35064,LEC,1772,,155446,,,,15,6,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35066,LEC,1772,,155448,,,,15,8,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35068,LEC,1772,,155450,,,,15,10,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35070,LEC,1772,,155452,,,,15,12,,ENGLISH,2017 Spring,Writing in Special Contexts,
106-2,35088,LEC,1772,,155470,,,,15,30,,ENGLISH,2017 Spring,Writing in Special Contexts,
111-CN,38064,LEC,6179,21:15,156817,Tricia Lee Hermes,Tu,TBA ,18,14,18:15,ENGLISH,2017 Spring,Writing Seminar II,Social Protest
113-CN,38065,LEC,6181,21:15,156818,James Richard O'Laughlin,Th,University Hall 318,25,66,18:15,ENGLISH,2017 Spring,Introduction to Literature,
205-0,35092,LEC,1776,10:50,155474,Marcia B Gealy,MoWeFr,555 Clark St 230,12,20,10:00,ENGLISH,2017 Spring,Intermediate Composition,
205-CN,38066,LEC,6183,21:15,156819,Leslie Fischer,Th,Parkes Hall 213,18,66,18:15,ENGLISH,2017 Spring,Intermediate Composition,Business Communication
206-0,33268,LEC,1777,13:50,155477,Mary Kinzie,TuTh,,17,22,12:30,ENGLISH,2017 Spring,Reading & Writing Poetry,
206-0,33267,LEC,1777,16:50,155476,Averill A Curdy,MoWe,Harris Hall L05,17,21,15:30,ENGLISH,2017 Spring,Reading & Writing Poetry,
206-0,33266,LEC,1777,12:20,155475,Nathaniel Armstead Marshall,MoWe,University Hall 118,17,20,11:00,ENGLISH,2017 Spring,Reading & Writing Poetry,
206-CN,38067,LEC,6185,21:15,156820,Charles Russell Hicks,Mo,405 Church Mansion 104,15,62,18:15,ENGLISH,2017 Spring,Reading and Writing Poetry,
207-0,33270,LEC,1778,13:50,155479,Shauna Seliy,MoWe,,17,21,12:30,ENGLISH,2017 Spring,Reading and Writing Fiction,
207-0,33269,LEC,1778,10:50,155478,Shauna Seliy,MoWe,,17,20,9:30,ENGLISH,2017 Spring,Reading and Writing Fiction,
207-0,33271,LEC,1778,16:50,155480,Sarah Valentine,TuTh,Harris Hall L05,17,22,15:30,ENGLISH,2017 Spring,Reading and Writing Fiction,
208-0,33425,LEC,16878,15:20,155482,Megan Stielstra,TuTh,Harris Hall L05,17,21,14:00,ENGLISH,2017 Spring,Reading & Writing Creative Non-Fiction,
208-0,33424,LEC,16878,12:20,155481,Rachel J Webster,MoWe,,17,20,11:00,ENGLISH,2017 Spring,Reading & Writing Creative Non-Fiction,
210-1,33272,LEC,1779,11:50,155483,Kathryn Sydney Evans,MoWe,Harris Hall L07,80,1,11:00,ENGLISH,2017 Spring,British Literary Traditions,
214-0,33427,LEC,21432,10:50,155484,Nicholas K Davis,TuTh,Harris Hall 107,180,1,9:30,ENGLISH,2017 Spring,Introduction to Film and Its Literatures,
275-0,33423,LEC,15150,12:20,155485,Douglas Sadao Ishii,MoWe,Locy Hall 318,25,20,11:00,ENGLISH,2017 Spring,Introduction to Asian American Literature,
282-0,35095,SEM,22206,10:50,155487,Charles S Yarnoff,TuTh,Harris Hall L05,15,2,9:30,ENGLISH,2017 Spring,Writing and Speaking in Business,
282-0,35094,SEM,22206,15:20,155486,Barbara L Shwom,MoWe,University Hall 412,15,1,14:00,ENGLISH,2017 Spring,Writing and Speaking in Business,
300-0,33280,LEC,1788,13:50,155489,Whitney Blair Taylor,MoWe,University Hall 118,15,21,12:30,ENGLISH,2017 Spring,Seminar in Reading and Interpretation,Possession
300-0,33279,LEC,1788,12:20,155488,Christopher Lane,MoWe,Harris Hall L04,15,20,11:00,ENGLISH,2017 Spring,Seminar in Reading and Interpretation,"Psychoanalytic Thry, Gend & Lit"
300-0,33281,LEC,1788,15:20,155490,Christopher Herbert,TuTh,Harris Hall L04,15,22,14:00,ENGLISH,2017 Spring,Seminar in Reading and Interpretation,Imaginary History of Nature
306-0,33426,LEC,18640,16:50,155491,William Reginald Gibbons Jr,MoWe,University Hall 101,10,20,15:30,ENGLISH,2017 Spring,Advanced Poetry Writing,Theory & Practice of Poetry Translation
307-0,33283,LEC,1792,12:20,155493,,TuTh,,15,21,11:00,ENGLISH,2017 Spring,Advanced Creative Writing,Writing the Unspeakable
307-0,33282,LEC,1792,13:50,155492,Eula Ruth Biss,MoWe,Harris Hall L04,15,20,12:30,ENGLISH,2017 Spring,Advanced Creative Writing,Writing from Research
307-B,38088,LEC,15761,21:15,156821,Brian D Bouldrey,Th,University Hall 412,15,66,18:15,ENGLISH,2017 Spring,Advanced Creative Writing: Fiction II,
308-B,38094,LEC,16693,21:15,156822,Lisa A Stolley,We,,15,65,18:15,ENGLISH,2017 Spring,Advanced Reading and Writing Creative Nonfiction II,
311-0,33284,LEC,1794,16:50,155494,Daniel Scott Snelson,TuTh,Harris Hall L07,25,20,15:30,ENGLISH,2017 Spring,Studies in Poetry,"Art, Writing, Technology"
313-0,38017,LEC,1797,13:50,156765,Kelly E Wisecup,MoWe,Parkes Hall 223,25,21,12:30,ENGLISH,2017 Spring,Studies in Fiction,Protest & the Native American Novel
313-0,33285,LEC,1797,15:20,155495,Rebecca Carol Johnson,TuTh,University Hall 102,25,20,14:00,ENGLISH,2017 Spring,Studies in Fiction,Arabian Nights
332-0,33286,LEC,1806,16:50,155496,Rebecca Lynn Fall,MoWe,University Hall 122,25,20,15:30,ENGLISH,2017 Spring,Renaissance Drama,Bad Girls in Renaissance Drama
338-0,33420,LEC,8140,13:50,155497,Glenn F Sucich,TuTh,Locy Hall 318,25,20,12:30,ENGLISH,2017 Spring,Studies in Renaissance Literature,"Magic, Science, & Religion"
339-0,33287,LEC,1812,13:50,155498,Peter B Erickson,MoWe,University Hall 122,25,20,12:30,ENGLISH,2017 Spring,Special Topics in Shakespeare,Shakespeare: The Whole Journey
344-0,33288,LEC,1818,10:50,155499,Vivasvan Soni,TuTh,Parkes Hall 223,25,20,9:30,ENGLISH,2017 Spring,18th-Century Fiction,Jane Austen Judges the 18th Century
357-0,33289,LEC,1824,10:50,155500,Christopher Herbert,TuTh,Kresge Centennial Hall 2-425,25,20,9:30,ENGLISH,2017 Spring,19th-Century British Fiction,Classic Victorian Fiction
359-0,33290,LEC,1826,16:50,155501,Christopher Lane,MoWe,Parkes Hall 223,25,20,15:30,ENGLISH,2017 Spring,Studies in Victorian Literature,"The Brontes: Testimony, Critique & Detachment"
366-0,33291,LEC,1835,12:20,155502,Shaundra J Myers,MoWe,Parkes Hall 223,25,20,11:00,ENGLISH,2017 Spring,Studies in African American Literature,African American Narrative Departures
368-0,33293,LEC,1837,15:20,155504,Whitney Blair Taylor,MoWe,Parkes Hall 214,25,21,14:00,ENGLISH,2017 Spring,Studies in 20th-Century Literature,"Our Monsters, Ourselves"
368-0,33292,LEC,1837,12:20,155503,Christine Froula,MoWe,University Hall 101,25,20,11:00,ENGLISH,2017 Spring,Studies in 20th-Century Literature,
369-0,33294,LEC,1839,10:50,155505,Evan M Mwangi,MoWe,University Hall 121,25,20,9:30,ENGLISH,2017 Spring,Studies in African Literature,Form in African Writing
374-0,33443,SEM,22038,10:50,155506,Kelly E Wisecup,MoWe,Parkes Hall 223,25,20,9:30,ENGLISH,2017 Spring,Topics in Native American and Indigenous Literatures,Unredeemed Captives
378-0,33296,LEC,1843,16:50,155508,William J Savage,TuTh,Locy Hall 111,25,21,15:30,ENGLISH,2017 Spring,Studies in American Literature,"The Chicago Way: ""Urban Spaces & American Values"
378-0,33295,LEC,1843,12:20,155507,Betsy J Erkkila,TuTh,Harris Hall L28,25,20,11:00,ENGLISH,2017 Spring,Studies in American Literature,Whitman and the Democratic Imaginary
385-0,33297,LEC,1844,12:20,155509,Regina M Schwartz,TuTh,Parkes Hall 223,25,20,11:00,ENGLISH,2017 Spring,Topics in Combined Studies,Law & Literature
385-0,33298,LEC,1844,16:50,155510,Hosanna Grace Krienke,TuTh,University Hall 121,25,21,15:30,ENGLISH,2017 Spring,Topics in Combined Studies,Medical Humanities
385-CN,38068,LEC,6256,21:15,156823,Peter Paul Kaye,Th,TBA ,30,12,18:15,ENGLISH,2017 Spring,Topics in Combined Studies,Dystopian Literature
386-0,33299,LEC,1845,15:20,155511,Sarah Valentine,TuTh,Locy Hall 318,25,20,14:00,ENGLISH,2017 Spring,Studies in Literature and Film,Criminal Minds
387-0,33444,SEM,22039,13:50,155512,Hosanna Grace Krienke,TuTh,Parkes Hall 223,25,20,12:30,ENGLISH,2017 Spring,Studies in Literature and Commerce,Bodies at Work: Lit & the Econ in 19th C Brit
392-CN,38089,LEC,15763,21:15,156824,Susan Eleanor Harris,Tu,TBA ,30,14,18:15,ENGLISH,2017 Spring,The Situation of Writing,
393-3,33440,LEC,22019,16:50,155513,Rachel J Webster,MoWe,Locy Hall 314,15,20,15:30,ENGLISH,2017 Spring,Theory and Practice of Poetry,
394-3,33441,LEC,22022,16:50,155514,Brian D Bouldrey,MoWe,Locy Hall 305,15,20,15:30,ENGLISH,2017 Spring,Theory & Practice of Fiction,
395-3,33442,LEC,22025,16:50,155515,Eula Ruth Biss,MoWe,Annenberg Hall G28,15,20,15:30,ENGLISH,2017 Spring,Theory and Practice of Creative Nonfiction,
397-0,33421,SEM,8141,13:50,155516,Rebecca Lynn Fall,MoWe,Parkes Hall 213,15,20,12:30,ENGLISH,2017 Spring,Research Seminar for Literature Majors,Early & Modern Social Media
411-0,33341,LEC,1861,16:50,155517,William N West,Fr,University Hall 318,15,20,14:00,ENGLISH,2017 Spring,Studies in Poetry,Ovidian Poetics
434-0,33419,LEC,6264,16:50,155518,Laurie J Shannon,We,,12,20,14:00,ENGLISH,2017 Spring,Studies in Shakespeare,
461-0,33342,LEC,1871,16:50,155519,Christine Froula,Tu,,12,20,14:00,ENGLISH,2017 Spring,Studies in Contemporary Literature,"Empire, War, Worldliness"
471-0,33343,LEC,1873,16:50,155520,Shaundra J Myers,Mo,,12,20,14:00,ENGLISH,2017 Spring,Studies in American Literature,Black Women's Print Circuits
481-0,33422,LEC,14180,16:50,155521,Vivasvan Soni,Th,,12,20,14:00,ENGLISH,2017 Spring,Studies in Literary Theory and Criticism,Theories of Play
490-0,33344,IND,1874,,155522,Helen F Thompson,,TBA ,25,20,,ENGLISH,2017 Spring,Independent Reading,
570-0,35093,LEC,1877,,155523,Robert A Gundlach,,TBA ,15,20,,ENGLISH,2017 Spring,Seminar in Teaching Composition,Seminar in Teaching College Composition
225-0,36719,LEC,20679,12:20,153936,Verinder Kumar Syal,TuTh,Ford Engineering and Design Center ITW 1350,17,1,11:00,ENTREP,2017 Spring,Principles of Entrepreneurship,
325-0,36720,LEC,20680,21:00,153937,Neal Orlando Sales-Griffin,Mo,,17,1,18:00,ENTREP,2017 Spring,Engineering Entrepreneurship,
395-0,37905,LEC,21079,16:00,153941,Michael A Marasco,Mo,TBA ,25,22,13:00,ENTREP,2017 Spring,Special Topics,Growth and Product Seminar
395-0,37993,LEC,21079,17:00,156742,Curt Michael Mastio,Tu,Annenberg Hall G31,30,2,14:00,ENTREP,2017 Spring,Special Topics,Startup Accounting
395-0,37904,LEC,21079,20:50,153940,Michael A Marasco,Tu,,5,21,18:00,ENTREP,2017 Spring,Special Topics,The Idea Maze
395-0,36728,LEC,21079,15:20,153938,Verinder Kumar Syal,TuTh,Ford Engineering and Design Center ITW 1350,25,1,14:00,ENTREP,2017 Spring,Special Topics,"Leadership, Ethics, and You"
395-0,37903,LEC,21079,21:00,153939,Michael A Marasco,Mo,,5,20,18:00,ENTREP,2017 Spring,Special Topics,History and Future of Technology
460-0,37981,LEC,22304,12:50,153942,Gregg Latterman,Fr,,30,1,10:00,ENTREP,2017 Spring,NUvention: Arts,
473-0,36721,SEM,20682,15:30,153943,Michael A Marasco,Tu,Technological Institute L211,30,1,12:30,ENTREP,2017 Spring,NUvention: Web,
390-0,37895,LEC,18572,16:50,155530,Sheila Two Wille,MoWe,Locy Hall 110,7,27,15:30,ENVR_POL,2017 Spring,Special Topics in Environmental Policy and Culture,Weather and Climate in History
390-0,33832,LEC,18572,18:20,155524,Keith I Harley,We,Technological Institute LG72,15,20,15:30,ENVR_POL,2017 Spring,Special Topics in Environmental Policy and Culture,Environmental Justice
390-0,37894,LEC,18572,13:50,155529,Eli S Suzukovich III,MoWe,Locy Hall 109,13,26,12:30,ENVR_POL,2017 Spring,Special Topics in Environmental Policy and Culture,Introduction to Ethnobiology Theory and Practice
390-0,33833,LEC,18572,12:20,155525,Kimberly Ruggles Marion Suiseeya,MoWe,Harris Hall 107,75,22,11:00,ENVR_POL,2017 Spring,Special Topics in Environmental Policy and Culture,U.S. Environmental Politics
390-0,33834,LEC,18572,12:20,155526,Lydia Barnett,TuTh,Kresge Centennial Hall 2-415,22,23,11:00,ENVR_POL,2017 Spring,Special Topics in Environmental Policy and Culture,The Politics of Disaster: A Global Environmental H
390-0,33835,LEC,18572,16:50,155527,Rebecca Elizabeth Zorach,Th,Kresge Centennial Hall 2-410,7,24,14:00,ENVR_POL,2017 Spring,Special Topics in Environmental Policy and Culture,"Art, Ecology, and Politics"
390-0,37884,LEC,18572,15:20,155528,Maria Akchurin,MoWe,University Hall 121,24,25,14:00,ENVR_POL,2017 Spring,Special Topics in Environmental Policy and Culture,"Environment, Politics and Society"
101-6,33839,SEM,20095,12:20,155531,Matthew William Rossi,MoWe,Technological Institute LG62,15,1,11:00,ENVR_SCI,2017 Spring,First-Year Seminar,Introduction to Environmental Science
201-0,33838,LEC,16388,15:20,155532,Patricia A Beddows,TuTh,Technological Institute M345,102,20,14:00,ENVR_SCI,2017 Spring,Earth: A Habitable Planet,
390-0,33841,LEC,20567,14:50,155534,Paul James Caradonna,MoWeFr,Technological Institute M345,30,21,14:00,ENVR_SCI,2017 Spring,Special Topics in Environmental Sciences,The Ecology of Climate Change
390-0,33840,LEC,20567,19:50,155533,Michael William Ribant,Tu,Technological Institute MG51,8,20,17:00,ENVR_SCI,2017 Spring,Special Topics in Environmental Sciences,GIS II
427-0,34630,LEC,19642,14:30,154832,Thanh Huyen T Vu,We,,15,20,13:00,EPI_BIO,2017 Spring,Practical Issues in Population Studies,
561-0,34629,THE,19639,,154833,Laura Jarmila Rasmussen-Torvik,,TBA ,15,20,,EPI_BIO,2017 Spring,Thesis,
311-3,30987,LEC,5332,10:50,153944,Hermann E Riecke,TuTh,Technological Institute M416,35,20,9:30,ES_APPM,2017 Spring,Methods of Applied Mathematics: Complex Variables,
411-3,30989,LEC,5342,10:50,153945,Bernard J Matkowsky,MoWe,Technological Institute M416,25,20,9:30,ES_APPM,2017 Spring,Differential Equations of Mathematical Physics,
412-0,30990,LEC,5343,13:50,153946,Bernard J Matkowsky,MoWe,Technological Institute M416,25,20,12:30,ES_APPM,2017 Spring,Methods of Nonlinear Analysis,
