catalog_num,class_num,component,course_id,end_time,id,instructor,meeting_days,room,seats,section,start_time,subject,term,title,topic
398-1,34499,THE,2645,,156102,Sean Christopher Ebels Duggan,,TBA ,10,34,,PHIL,2017 Spring,Senior Tutorial,
398-1,34501,THE,2645,,156104,Charles W Mills,,TBA ,10,36,,PHIL,2017 Spring,Senior Tutorial,
398-1,34503,THE,2645,,156106,Rachel E Zuckert,,TBA ,10,38,,PHIL,2017 Spring,Senior Tutorial,
398-1,34486,THE,2645,,156089,Penelope L Deutscher,,TBA ,10,20,,PHIL,2017 Spring,Senior Tutorial,
398-1,34500,THE,2645,,156103,John P F Wynne,,TBA ,10,35,,PHIL,2017 Spring,Senior Tutorial,
398-1,34502,THE,2645,,156105,Sanford C Goldberg,,TBA ,10,37,,PHIL,2017 Spring,Senior Tutorial,
398-1,34498,THE,2645,,156101,Richard H Kraut,,TBA ,10,33,,PHIL,2017 Spring,Senior Tutorial,
398-1,34488,THE,2645,,156091,Axel Mueller,,TBA ,10,23,,PHIL,2017 Spring,Senior Tutorial,
398-1,34495,THE,2645,,156098,Cristina Lafont,,TBA ,10,30,,PHIL,2017 Spring,Senior Tutorial,
398-1,34494,THE,2645,,156097,Jennifer Amy Lackey,,TBA ,10,29,,PHIL,2017 Spring,Senior Tutorial,
398-1,34493,THE,2645,,156096,Baron Wayne Reed,,TBA ,10,28,,PHIL,2017 Spring,Senior Tutorial,
398-1,34505,THE,2645,,156108,,,TBA ,10,40,,PHIL,2017 Spring,Senior Tutorial,
398-1,34487,THE,2645,,156090,Michael John Glanzberg,,TBA ,10,21,,PHIL,2017 Spring,Senior Tutorial,
414-0,34573,SEM,15844,17:50,156109,Peter D Fenves,Mo,University Hall 101,5,20,17:00,PHIL,2017 Spring,Seminar in German Philosophy,Reading the Face
415-0,34577,SEM,16327,20:50,156110,Penelope L Deutscher,Tu,,10,20,18:00,PHIL,2017 Spring,Seminar in  French Philosophy,Biopolitics After Foucault
420-0,34526,SEM,2656,17:50,156111,Christopher John Shields,Fr,,10,20,15:00,PHIL,2017 Spring,Studies in Ancient Philosophy,Aristotle's Metaphysics
460-0,34527,SEM,2665,16:50,156112,Stephen John White,Mo,University Library 4670,10,20,14:00,PHIL,2017 Spring,Seminar in Ethical Theory,
488-0,34588,SEM,20564,16:50,156113,Fabrizio Cariani,We,,10,20,14:00,PHIL,2017 Spring,Professional Skills Course,
315-0,37953,LEC,20921,17:00,153417,Erica Wilke Bova,MoTuWe,Wieboldt Hall 711,25,42,9:00,PHIL_NP,2017 Spring,Donor Psychology and the Ask,
320-0,37954,LEC,18525,20:45,153418,Erica Wilke Bova,Th,,25,45,18:00,PHIL_NP,2017 Spring,Financial Management of Nonprofits,
325-0,37955,LEC,21013,21:00,153419,Erica Wilke Bova,Mo,,25,42,18:00,PHIL_NP,2017 Spring,"Nonprofit Governance, Mission and Strategic Planning",
110-6,37029,LEC,2699,15:20,156114,Mayda Velasco,TuTh,Technological Institute L158,14,1,14:00,PHYSICS,2017 Spring,First-Year Seminar,Sources of Energy for Future
110-6,37030,LEC,2699,15:20,156115,David E Taylor,TuTh,Technological Institute M349,13,2,14:00,PHYSICS,2017 Spring,First-Year Seminar,Energy and Global Warming
125-3,37031,LEC,2702,10:50,156116,Andrew J Rivers,MoTuWeThFr,Technological Institute L221,40,20,10:00,PHYSICS,2017 Spring,General Physics for ISP,
126-3,37187,LAB,21133,10:50,156117,Andrew J Rivers,Tu,Technological Institute M349,19,21,10:00,PHYSICS,2017 Spring,Physics for ISP Laboratory,
130-3,37032,LEC,2705,12:50,156118,Michael F Smutko,MoWeFr,Technological Institute L211,85,1,12:00,PHYSICS,2017 Spring,College Physics,
130-3,37033,LEC,2705,14:50,156119,Kamal K Seth,MoWeFr,Technological Institute L211,85,2,14:00,PHYSICS,2017 Spring,College Physics,
130-C,38128,LEC,22005,21:15,156900,Arthur Gerard Schmidt,Th,Technological Institute L211,75,66,18:15,PHYSICS,2017 Spring,College Physics III,
131-C,38126,LAB,22003,15:50,156903,Arthur Gerard Schmidt,Sa,TBA ,30,102,14:00,PHYSICS,2017 Spring,Physics Laboratory III,
131-C,38125,LAB,22003,10:50,156902,Arthur Gerard Schmidt,We,TBA ,30,101,9:00,PHYSICS,2017 Spring,Physics Laboratory III,
131-C,38124,LAB,22003,21:50,156901,Arthur Gerard Schmidt,Tu,TBA ,30,100,20:00,PHYSICS,2017 Spring,Physics Laboratory III,
135-1,37038,LEC,2706,10:50,156120,David E Taylor,MoWeThFr,Technological Institute L211,80,1,10:00,PHYSICS,2017 Spring,General Physics,
135-3,37041,LEC,2708,11:50,156123,Deborah Anne Brown,MoWeFr,Technological Institute L211,100,3,11:00,PHYSICS,2017 Spring,General Physics,
135-3,37040,LEC,2708,9:50,156122,Deborah Anne Brown,MoWeFr,Technological Institute L211,110,2,9:00,PHYSICS,2017 Spring,General Physics,
135-3,37039,LEC,2708,9:50,156121,Zosia Anna Celina Krusberg,MoWeThFr,Technological Institute LG76,20,1,9:00,PHYSICS,2017 Spring,General Physics,
135-3,37986,LEC,2708,13:50,156753,Zosia Anna Celina Krusberg,MoWeThFr,Technological Institute M164,50,8,13:00,PHYSICS,2017 Spring,General Physics,
136-1,37047,LAB,2709,13:50,156125,Arthur Gerard Schmidt,Tu,Technological Institute MG32,18,53,12:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-1,37046,LAB,2709,11:50,156124,Arthur Gerard Schmidt,Tu,Technological Institute MG32,18,52,10:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37062,LAB,2711,13:50,156138,Arthur Gerard Schmidt,We,Technological Institute MG35,20,63,12:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37063,LAB,2711,15:50,156139,Arthur Gerard Schmidt,We,Technological Institute MG35,20,64,14:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37069,LAB,2711,13:50,156145,Arthur Gerard Schmidt,Th,Technological Institute MG35,20,73,12:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37070,LAB,2711,15:50,156146,Arthur Gerard Schmidt,Th,Technological Institute MG35,20,74,14:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37071,LAB,2711,17:50,156147,Arthur Gerard Schmidt,Th,Technological Institute MG35,20,75,16:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37068,LAB,2711,11:50,156144,Arthur Gerard Schmidt,Th,Technological Institute MG35,20,72,10:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37050,LAB,2711,11:50,156126,Arthur Gerard Schmidt,Mo,Technological Institute MG35,20,42,10:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37051,LAB,2711,13:50,156127,Arthur Gerard Schmidt,Mo,Technological Institute MG35,20,43,12:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37052,LAB,2711,15:50,156128,Arthur Gerard Schmidt,Mo,Technological Institute MG35,20,44,14:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37055,LAB,2711,21:50,156131,Arthur Gerard Schmidt,Mo,Technological Institute MG35,20,47,20:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37056,LAB,2711,9:50,156132,Arthur Gerard Schmidt,Tu,Technological Institute MG35,20,51,8:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37057,LAB,2711,11:50,156133,Arthur Gerard Schmidt,Tu,Technological Institute MG35,20,52,10:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37053,LAB,2711,17:50,156129,Arthur Gerard Schmidt,Mo,Technological Institute MG35,20,45,16:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37054,LAB,2711,19:50,156130,Arthur Gerard Schmidt,Mo,Technological Institute MG35,20,46,18:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37058,LAB,2711,13:50,156134,Arthur Gerard Schmidt,Tu,Technological Institute MG35,20,53,12:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37064,LAB,2711,17:50,156140,Arthur Gerard Schmidt,We,Technological Institute MG35,20,65,16:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37065,LAB,2711,19:50,156141,Arthur Gerard Schmidt,We,Technological Institute MG35,20,66,18:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37066,LAB,2711,21:50,156142,Arthur Gerard Schmidt,We,Technological Institute MG35,20,67,20:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37059,LAB,2711,15:50,156135,Arthur Gerard Schmidt,Tu,Technological Institute MG35,20,54,14:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37060,LAB,2711,17:50,156136,Arthur Gerard Schmidt,Tu,Technological Institute MG35,20,55,16:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37061,LAB,2711,19:50,156137,Arthur Gerard Schmidt,Tu,Technological Institute MG35,20,56,18:00,PHYSICS,2017 Spring,General Physics Laboratory,
136-3,37067,LAB,2711,9:50,156143,Arthur Gerard Schmidt,Th,Technological Institute MG35,20,71,8:00,PHYSICS,2017 Spring,General Physics Laboratory,
239-0,37189,LEC,22120,12:50,156148,Jens Koch,MoWeFr,Technological Institute L251,50,1,12:00,PHYSICS,2017 Spring,Foundations of Modern Physics,
332-0,37074,LEC,2719,13:50,156149,Pulak Dutta,MoWeFr,Technological Institute LG68,25,20,13:00,PHYSICS,2017 Spring,Statistical Mechanics,
333-2,37076,LEC,2721,9:50,156150,Kristian Allan Hahn,MoWeFr,Technological Institute F280,25,20,9:00,PHYSICS,2017 Spring,Advanced Electricity & Magnetism,
339-2,37078,LEC,2726,10:50,156151,Andre Luiz De Gouvea,MoWeFr,Frances Searle 2107,40,20,10:00,PHYSICS,2017 Spring,Quantum Mechanics,
345-0,37190,LEC,22185,12:20,156152,Frederic A Rasio,TuTh,Technological Institute M166,25,1,11:00,PHYSICS,2017 Spring,Introduction to General Relativity,
360-0,37080,LEC,2730,16:50,156153,Enectali Figueroa-Feliciano,TuTh,Technological Institute F246,20,20,13:00,PHYSICS,2017 Spring,General Physics Laboratory,
398-0,37092,IND,2732,,156165,John B Ketterson,,TBA ,10,58,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37094,IND,2732,,156167,Ian Low,,TBA ,10,60,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37098,IND,2732,,156171,Francis John Petriello,,TBA ,10,73,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37100,IND,2732,,156173,Heidi M Schellman,,TBA ,10,80,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37102,IND,2732,,156175,Kamal K Seth,,TBA ,10,90,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37104,IND,2732,,156177,Mayda Velasco,,TBA ,10,98,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37083,IND,2732,,156156,Pulak Dutta,,TBA ,10,30,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37103,IND,2732,,156176,Nathaniel Patrick Stern,,TBA ,10,94,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37084,IND,2732,,156157,Carl Eric Dahl,,TBA ,10,32,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37085,IND,2732,,156158,Donald E Ellis,,TBA ,10,34,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37086,IND,2732,,156159,Arthur J Freeman,,TBA ,10,38,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37088,IND,2732,,156161,Kristian Allan Hahn,,TBA ,10,44,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37090,IND,2732,,156163,Chris Johnson Jacobsen,,TBA ,10,50,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37093,IND,2732,,156166,Jens Koch,,TBA ,10,59,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37095,IND,2732,,156168,John F Marko,,TBA ,10,62,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37097,IND,2732,,156170,Brian C Odom,,TBA ,10,71,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37099,IND,2732,,156172,James A Sauls,,TBA ,10,78,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37101,IND,2732,,156174,Michael H Schmitt,,TBA ,10,84,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37096,IND,2732,,156169,Adilson E Motter,,TBA ,10,64,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37082,IND,2732,,156155,Andre Luiz De Gouvea,,TBA ,10,28,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37081,IND,2732,,156154,Venkat Chandrasekhar,,TBA ,10,26,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37087,IND,2732,,156160,Anupam K Garg,,TBA ,10,40,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37089,IND,2732,,156162,William P Halperin,,TBA ,10,46,,PHYSICS,2017 Spring,Independent Thesis Research,
398-0,37091,IND,2732,,156164,Vasiliki Kalogera,,TBA ,10,55,,PHYSICS,2017 Spring,Independent Thesis Research,
412-3,37128,LEC,2738,10:50,156178,John B Ketterson,MoWeFr,Technological Institute L168,25,20,10:00,PHYSICS,2017 Spring,Quantum Mechanics,
414-2,37129,LEC,2740,9:50,156179,Venkat Chandrasekhar,MoWeFr,Technological Institute F281,25,20,9:00,PHYSICS,2017 Spring,Electrodynamics,
420-0,37132,LEC,2745,13:50,156180,Anupam K Garg,TuTh,Technological Institute L168,25,20,12:30,PHYSICS,2017 Spring,Statistical Physics,
422-2,37133,LEC,2750,12:20,156181,John B Ketterson,TuTh,Technological Institute L158,20,1,11:00,PHYSICS,2017 Spring,Condensed-Matter Physics,
428-3,37131,LEC,2743,14:20,156182,,MoFr,Technological Institute M120,25,20,13:00,PHYSICS,2017 Spring,Relativistic Quantum Field Theory,
450-0,37134,LEC,2761,13:20,156183,James A Sauls,MoWe,Technological Institute L158,20,1,12:00,PHYSICS,2017 Spring,Advanced Topics in Condensed Matter,
161-0,36008,LEC,3834,,152919,,,TBA ,10,26,,PIANO,2017 Spring,Applied Piano for Music Majors,
161-0,36006,LEC,3834,,152918,Sylvia Wang,,TBA ,10,24,,PIANO,2017 Spring,Applied Piano for Music Majors,
161-0,36005,LEC,3834,,152917,Alan Chow,,TBA ,10,22,,PIANO,2017 Spring,Applied Piano for Music Majors,
161-0,36004,LEC,3834,,152916,James F Giles,,TBA ,10,21,,PIANO,2017 Spring,Applied Piano for Music Majors,
261-0,36010,LEC,3836,,152921,Alan Chow,,TBA ,10,22,,PIANO,2017 Spring,Applied Piano for Music Majors,
261-0,36009,LEC,3836,,152920,James F Giles,,TBA ,10,21,,PIANO,2017 Spring,Applied Piano for Music Majors,
261-0,36011,LEC,3836,,152922,Sylvia Wang,,TBA ,10,24,,PIANO,2017 Spring,Applied Piano for Music Majors,
261-0,36013,LEC,3836,,152923,,,TBA ,10,26,,PIANO,2017 Spring,Applied Piano for Music Majors,
305-0,36549,PED,18278,,152924,James F Giles,,TBA ,20,20,,PIANO,2017 Spring,Optional Recital,
313-3,36014,LEC,3840,14:50,152925,Marcia L Bosits,MoWe,,15,20,13:00,PIANO,2017 Spring,Piano Repertoire,
315-3,36015,LEC,3843,14:50,152926,Marcia L Bosits,Tu,,20,21,13:00,PIANO,2017 Spring,Piano Pedagogy,
328-3,36654,LEC,19965,9:20,152927,Yasuko Oura,TuTh,,10,20,8:30,PIANO,2017 Spring,Collaborative Piano-Beginning,
329-0,36633,LEC,18809,9:50,152928,Sylvia Wang,We,,3,20,8:30,PIANO,2017 Spring,Duo Class,
329-0,36634,LEC,18809,9:50,152929,Yasuko Oura,Fr,,3,21,8:30,PIANO,2017 Spring,Duo Class,
340-0,36465,PED,16348,14:50,152930,James F Giles,Th,,40,20,13:00,PIANO,2017 Spring,Piano Recital Hour,
358-0,36459,LEC,15877,,152932,Margaret M Kemper,,TBA ,10,21,,PIANO,2017 Spring,Applied Keyboard for Music Majors,Organ
358-0,36458,LEC,15877,,152931,Stephen W Alltop,,TBA ,10,20,,PIANO,2017 Spring,Applied Keyboard for Music Majors,Harpsichord
361-0,36020,LEC,3850,,152936,,,TBA ,10,26,,PIANO,2017 Spring,Applied Piano for Music Majors,
361-0,36016,LEC,3850,,152933,James F Giles,,TBA ,10,21,,PIANO,2017 Spring,Applied Piano for Music Majors,
361-0,36017,LEC,3850,,152934,Alan Chow,,TBA ,10,22,,PIANO,2017 Spring,Applied Piano for Music Majors,
361-0,36018,LEC,3850,,152935,Sylvia Wang,,TBA ,10,24,,PIANO,2017 Spring,Applied Piano for Music Majors,
370-0,36474,PED,16480,,152937,James F Giles,,TBA ,30,20,,PIANO,2017 Spring,Junior Recital,
380-0,36023,PED,3852,,152940,Sylvia Wang,,TBA ,20,22,,PIANO,2017 Spring,Senior Recital,
380-0,36022,PED,3852,,152939,Alan Chow,,TBA ,20,21,,PIANO,2017 Spring,Senior Recital,
380-0,36021,PED,3852,,152938,James F Giles,,TBA ,20,20,,PIANO,2017 Spring,Senior Recital,
390-0,36655,PED,20033,16:20,152941,James F Giles,Th,,30,21,15:00,PIANO,2017 Spring,Studio Class,
390-0,36656,PED,20033,16:20,152942,Alan Chow,Tu,,30,22,15:00,PIANO,2017 Spring,Studio Class,
390-0,36657,PED,20033,18:20,152943,Sylvia Wang,We,,30,23,17:00,PIANO,2017 Spring,Studio Class,
393-0,36638,LEC,18937,18:20,152944,James F Giles,Th,,30,20,16:00,PIANO,2017 Spring,Repertoire Studies,Two Piano Perf.
415-3,36030,LEC,3858,11:50,152945,Marcia L Bosits,Fr,,10,20,10:00,PIANO,2017 Spring,Advanced Piano Pedagogy,
420-0,36031,PRA,3863,,152946,Marcia L Bosits,,TBA ,10,20,,PIANO,2017 Spring,Internship in Teaching,
421-0,36032,PRA,3864,,152947,Sylvia Wang,,TBA ,25,20,,PIANO,2017 Spring,Internship in Teaching Ensemble Arts,
429-0,36635,LEC,18810,9:50,152948,Sylvia Wang,We,,3,20,8:30,PIANO,2017 Spring,Duo Class,
429-0,36636,LEC,18810,9:50,152949,Yasuko Oura,Fr,,3,21,8:30,PIANO,2017 Spring,Duo Class,
435-0,36682,LEC,21525,11:50,152950,Yasuko Oura,TuTh,,15,20,11:00,PIANO,2017 Spring,Selected Topics,MM Collaborative Recital Prep
458-0,36034,LEC,3873,,152952,Margaret M Kemper,,TBA ,10,21,,PIANO,2017 Spring,Applied Keyboard for Music Majors,Organ
458-0,36033,LEC,3873,,152951,Stephen W Alltop,,TBA ,10,20,,PIANO,2017 Spring,Applied Keyboard for Music Majors,Harpsichord
461-0,36036,LEC,3878,,152954,Alan Chow,,TBA ,10,22,,PIANO,2017 Spring,Applied Piano for Music Majors,
461-0,36037,LEC,3878,,152955,Sylvia Wang,,TBA ,10,24,,PIANO,2017 Spring,Applied Piano for Music Majors,
461-0,36039,LEC,3878,,152956,,,TBA ,10,26,,PIANO,2017 Spring,Applied Piano for Music Majors,
461-0,36035,LEC,3878,,152953,James F Giles,,TBA ,10,21,,PIANO,2017 Spring,Applied Piano for Music Majors,
462-0,36040,LEC,3879,,152957,Sylvia Wang,,TBA ,35,20,,PIANO,2017 Spring,Advanced Ensemble Arts,
480-0,36043,PED,3882,,152960,Sylvia Wang,,TBA ,15,22,,PIANO,2017 Spring,MM Recital,
480-0,36041,PED,3882,,152958,James F Giles,,TBA ,15,20,,PIANO,2017 Spring,MM Recital,
480-0,36042,PED,3882,,152959,Alan Chow,,TBA ,15,21,,PIANO,2017 Spring,MM Recital,
490-0,36661,PED,20034,18:20,152963,Sylvia Wang,We,,30,23,17:00,PIANO,2017 Spring,Studio Class,
490-0,36659,PED,20034,16:20,152961,James F Giles,Th,,30,21,15:00,PIANO,2017 Spring,Studio Class,
490-0,36660,PED,20034,16:20,152962,Alan Chow,Tu,,30,22,15:00,PIANO,2017 Spring,Studio Class,
493-0,36639,LEC,18938,18:20,152964,James F Giles,Th,,30,20,16:00,PIANO,2017 Spring,Repertoire Studies,Two Piano Perf. Class
561-0,36051,LEC,3885,,152966,Alan Chow,,TBA ,10,22,,PIANO,2017 Spring,Applied Piano for Music Majors,
561-0,36050,LEC,3885,,152965,James F Giles,,TBA ,10,21,,PIANO,2017 Spring,Applied Piano for Music Majors,
561-0,36052,LEC,3885,,152967,Sylvia Wang,,TBA ,10,24,,PIANO,2017 Spring,Applied Piano for Music Majors,
561-0,36054,LEC,3885,,152968,,,TBA ,1,26,,PIANO,2017 Spring,Applied Piano for Music Majors,
562-0,36055,LEC,3886,,152969,Sylvia Wang,,TBA ,5,20,,PIANO,2017 Spring,Advanced Ensemble Arts,
580-0,36056,PED,3889,,152970,,,TBA ,15,20,,PIANO,2017 Spring,DMA Recital,
583-0,36552,LEC,18426,,152971,,,TBA ,10,20,,PIANO,2017 Spring,Final Pedagogy Workshop,
585-0,36058,PED,3890,,152973,,,TBA ,15,21,,PIANO,2017 Spring,DMA Lecture Recital,Coursework
585-0,36057,PED,3890,,152972,,,TBA ,15,20,,PIANO,2017 Spring,DMA Lecture Recital,
595-0,36059,IND,3893,,152974,,,TBA ,5,20,,PIANO,2017 Spring,DMA Research Document,
101-6,35377,LEC,2765,15:20,156184,Ian F Hurd,TuTh,Scott Hall 107 Burdick Room,14,20,14:00,POLI_SCI,2017 Spring,First-Year Seminar,"Whales, Bombs, Genocide"
101-6,35378,LEC,2765,10:50,156185,Sidra Hamidi,TuTh,University Library 4722,14,21,9:30,POLI_SCI,2017 Spring,First-Year Seminar,Global Nuclear Politics
220-0,35379,LEC,2768,16:50,156186,Mary Caroline McGrath,MoWe,Harris Hall L07,75,20,15:30,POLI_SCI,2017 Spring,American Government and Politics,
221-0,35384,LEC,2769,15:20,156187,Thomas Kenneth Ogorzalek,MoWe,Locy Hall 214,40,20,14:00,POLI_SCI,2017 Spring,Urban Politics,
240-0,35387,LEC,2771,12:20,156188,Ian F Hurd,TuTh,Fisk Hall 217,115,20,11:00,POLI_SCI,2017 Spring,Introduction to International Relations,
312-0,35528,LEC,17879,10:50,156189,Jason W Seawright,TuTh,Frances Searle 1421,80,20,9:30,POLI_SCI,2017 Spring,Statistical Research Methods,
320-0,35394,LEC,2781,15:20,156190,Daniel J Galvin,MoWe,Harris Hall 107,225,20,14:00,POLI_SCI,2017 Spring,The American Presidency,
328-0,35522,LEC,11719,11:50,156191,Chloe Nicol Thurston,Tu,Scott Hall 107 Burdick Room,15,20,9:00,POLI_SCI,2017 Spring,Public Policy,
329-0,36696,LEC,2812,12:20,156192,Kimberly Ruggles Marion Suiseeya,MoWe,Harris Hall 107,75,20,11:00,POLI_SCI,2017 Spring,U.S. Environmental Politics,
333-0,35405,LEC,2791,12:20,156193,Joanna Lynn Grisinger,TuTh,Technological Institute LR2,60,20,11:00,POLI_SCI,2017 Spring,Constitutional Law II: Civil and Political Rights,
346-0,35410,LEC,2798,12:20,156194,Marina Elisabeth Philippina Henke,Mo,Scott Hall 212,15,20,9:30,POLI_SCI,2017 Spring,European Union in International Affairs,
348-0,35508,LEC,8369,13:50,156195,Stephen C Nelson,TuTh,Fisk Hall 217,150,20,12:30,POLI_SCI,2017 Spring,Globalization,
358-SA,35539,LEC,21073,,156196,Karey L Fuhs,,TBA ,25,20,,POLI_SCI,2017 Spring,Contemporary South Africa: A Political Economy/Policy Perspective,
360-0,35530,LEC,19418,12:20,156197,Martha Anne Wilfahrt,TuTh,555 Clark St 230,20,20,11:00,POLI_SCI,2017 Spring,Contemporary African Politics,
361-0,35411,LEC,2810,11:50,156198,Basak Taraktas,We,Parkes Hall 215,30,20,9:00,POLI_SCI,2017 Spring,Democratic Transitions,
368-0,35517,LEC,8371,12:20,156199,William James Hurst,MoWe,555 Clark St B01,60,20,11:00,POLI_SCI,2017 Spring,Political Economy of Development,
373-0,35540,SEM,21076,10:50,156200,William James Hurst,MoWe,Parkes Hall 212,30,20,9:30,POLI_SCI,2017 Spring,Chinese Foreign Policy,
376-0,35525,LEC,17877,10:50,156201,Hendrik Spruyt,TuTh,Scott Hall 212,40,20,9:30,POLI_SCI,2017 Spring,Civil Wars,
377-0,35532,LEC,20515,16:50,156202,Ana Maria Arjona,TuTh,Annenberg Hall G21,115,20,15:30,POLI_SCI,2017 Spring,Drugs and Politics,
380-0,35541,SEM,21077,15:20,156203,Galya Benarieh Ruffer,MoWe,Technological Institute LG76,30,20,14:00,POLI_SCI,2017 Spring,Refugee Crises and Human Rights,
390-0,35414,LEC,2818,10:50,156206,Jaime Dominguez,TuTh,555 Clark St 230,20,22,9:30,POLI_SCI,2017 Spring,Special Topics in Political Science,Diversity in American Cities
390-0,35412,LEC,2818,15:20,156204,Richard A Joseph,TuTh,Annenberg Hall G21,30,20,14:00,POLI_SCI,2017 Spring,Special Topics in Political Science,Governing Fractured Nations: Africa & the Post-Imp
390-0,35418,LEC,2818,,156210,Kimberly Ruggles Marion Suiseeya,,TBA ,75,26,,POLI_SCI,2017 Spring,Special Topics in Political Science,Environmental Politics and Policy
390-0,35413,LEC,2818,11:50,156205,Hendrik Spruyt,Fr,Harris Hall L04,20,21,9:00,POLI_SCI,2017 Spring,Special Topics in Political Science,Variations in International Order
390-0,35417,LEC,2818,15:20,156209,Kathleen Fitzpatrick Klaus,TuTh,Garrett-Evangelical Seminary 107,15,25,14:00,POLI_SCI,2017 Spring,Special Topics in Political Science,Land Rights & Conflict in a Global Perspective
390-0,35415,LEC,2818,12:20,156207,Lawrence L Stuelpnagel,MoWe,Annenberg Hall G32,30,23,11:00,POLI_SCI,2017 Spring,Special Topics in Political Science,The Press & Presidential Elections
390-0,35416,SEM,2818,10:50,156208,Galya Benarieh Ruffer,MoWe,Parkes Hall 222,15,24,9:30,POLI_SCI,2017 Spring,Special Topics in Political Science,Constitutional Challenges in Comparative Perspecti
390-0,35419,LEC,2818,15:20,156211,Makram Abbes,MoWe,Locy Hall 106,20,27,14:00,POLI_SCI,2017 Spring,Special Topics in Political Science,War & Peace in Islam
390-CN,38073,LEC,6550,21:15,156904,Sean Christopher Burns,Th,,30,66,18:15,POLI_SCI,2017 Spring,Special Topics,The Arab Spring and its Consequences
394-0,35420,LEC,2819,17:50,156212,Carol Elizabeth Moseley Braun,Tu,Scott Hall 201 Ripton Room,15,20,15:00,POLI_SCI,2017 Spring,Professional Linkage Program,A Brief History of US Government
395-0,35424,LEC,2820,18:20,156216,Martha Anne Wilfahrt,Mo,University Hall 118,15,25,15:30,POLI_SCI,2017 Spring,Political Research Seminar,A Right to the Good Life? The Politics of Social W
395-0,36764,LEC,2820,12:20,156217,Ana Maria Arjona,Th,Scott Hall 201 Ripton Room,15,26,9:30,POLI_SCI,2017 Spring,Political Research Seminar,Political Violence
395-0,35422,LEC,2820,16:50,156214,Kimberly Ruggles Marion Suiseeya,We,Scott Hall 212,15,21,14:00,POLI_SCI,2017 Spring,Political Research Seminar,Environmental Justice
395-0,35421,LEC,2820,12:20,156213,Thomas Kenneth Ogorzalek,We,Scott Hall 107 Burdick Room,15,20,9:30,POLI_SCI,2017 Spring,Political Research Seminar,"Race, Place, and Space in Democratic Politics"
395-0,35423,LEC,2820,11:50,156215,Richard A Joseph,Mo,Scott Hall 107 Burdick Room,15,24,9:00,POLI_SCI,2017 Spring,Political Research Seminar,"Democracy, Autocracy, & Disorder: The New Global E"
406-0,35453,SEM,2830,15:20,156218,Jason W Seawright,TuTh,Scott Hall 212,15,20,14:00,POLI_SCI,2017 Spring,Quantitative Causal Inference,
419-0,35531,SEM,19578,11:50,156219,Daniel J Galvin,Tu,Scott Hall 201 Ripton Room,20,20,9:00,POLI_SCI,2017 Spring,American Political Development,
424-0,37927,SEM,11400,18:20,156220,Benjamin I Page,Tu,Scott Hall 212,15,20,15:30,POLI_SCI,2017 Spring,"Public Opinion, the Media, and Democracy",
