country,year,demo_score,gdp
Turkey,1953,7,4361
Turkey,1954,4,3892
Turkey,1955,4,4156
Turkey,1956,4,4122
Turkey,1957,4,4943
Turkey,1958,4,5252
Turkey,1959,4,4869
Turkey,1960,7,4735
Turkey,1961,9,4691
Turkey,1962,9,4849
Turkey,1963,9,5188
Turkey,1964,9,5296
Turkey,1965,8,5309
Turkey,1966,8,5906
Turkey,1967,8,6020
Turkey,1968,8,6295
Turkey,1969,8,6470
Turkey,1970,8,6740
Turkey,1971,-2,6765
Turkey,1972,-2,7186
Turkey,1973,9,7442
Turkey,1974,9,7991
Turkey,1975,9,8381
Turkey,1976,9,9142
Turkey,1977,9,8863
Turkey,1978,9,8400
Turkey,1979,9,8160
Turkey,1980,-5,7828
Turkey,1981,-5,8518
Turkey,1982,-5,8323
Turkey,1983,7,8535
Turkey,1984,7,8798
Turkey,1985,7,9163
Turkey,1986,7,9556
Turkey,1987,7,10351
Turkey,1988,7,10421
Turkey,1989,9,10103
Turkey,1990,9,10670
Turkey,1991,9,10568
Turkey,1992,9,10920
Turkey,1993,8,11569
Turkey,1994,8,10857
Turkey,1995,8,11530
Turkey,1996,8,12190
Turkey,1997,7,12911
Turkey,1998,7,13008
Turkey,1999,7,12381
Turkey,2000,7,13025
Turkey,2001,7,12106
Turkey,2002,7,12669
Turkey,2003,7,13151
Turkey,2004,7,14187
Turkey,2005,7,15176
Turkey,2006,7,16013
Turkey,2007,7,16551
Turkey,2008,7,16454
Turkey,2009,7,15467
Turkey,2010,7,16674
Turkey,2011,9,17908
United Kingdom,1800,-2,3431
United Kingdom,1801,-2,3439
United Kingdom,1802,-2,3450
United Kingdom,1803,-2,3339
United Kingdom,1804,-2,3291
United Kingdom,1805,-2,3439
United Kingdom,1806,-2,3377
United Kingdom,1807,-2,3549
United Kingdom,1808,-2,3340
United Kingdom,1809,-2,3401
United Kingdom,1810,-2,3575
United Kingdom,1811,-2,3492
United Kingdom,1812,-2,3298
United Kingdom,1813,-2,3423
United Kingdom,1814,-2,3296
United Kingdom,1815,-2,3589
United Kingdom,1816,-2,3345
United Kingdom,1817,-2,3348
United Kingdom,1818,-2,3295
United Kingdom,1819,-2,3195
United Kingdom,1820,-2,3403
United Kingdom,1821,-2,3406
United Kingdom,1822,-2,3415
United Kingdom,1823,-2,3460
United Kingdom,1824,-2,3597
United Kingdom,1825,-2,3628
United Kingdom,1826,-2,3390
United Kingdom,1827,-2,3605
United Kingdom,1828,-2,3566
United Kingdom,1829,-2,3549
United Kingdom,1830,-2,3661
United Kingdom,1831,-2,3656
United Kingdom,1832,-2,3726
United Kingdom,1833,-2,3713
United Kingdom,1834,-2,3755
United Kingdom,1835,-2,3984
United Kingdom,1836,-2,4063
United Kingdom,1837,3,3981
United Kingdom,1838,3,4090
United Kingdom,1839,3,4007
United Kingdom,1840,3,4149
United Kingdom,1841,3,4022
United Kingdom,1842,3,3934
United Kingdom,1843,3,4080
United Kingdom,1844,3,4386
United Kingdom,1845,3,4533
United Kingdom,1846,3,4480
United Kingdom,1847,3,4377
United Kingdom,1848,3,4508
United Kingdom,1849,3,4572
United Kingdom,1850,3,4480
United Kingdom,1851,3,4631
United Kingdom,1852,3,4784
United Kingdom,1853,3,4898
United Kingdom,1854,3,5080
United Kingdom,1855,3,4914
United Kingdom,1856,3,5188
United Kingdom,1857,3,5196
United Kingdom,1858,3,5051
United Kingdom,1859,3,5210
United Kingdom,1860,3,5268
United Kingdom,1861,3,5204
United Kingdom,1862,3,4937
United Kingdom,1863,3,5351
United Kingdom,1864,3,5446
United Kingdom,1865,3,5527
United Kingdom,1866,3,5650
United Kingdom,1867,3,5623
United Kingdom,1868,3,5844
United Kingdom,1869,3,5843
United Kingdom,1870,3,6046
United Kingdom,1871,3,6310
United Kingdom,1872,3,6274
United Kingdom,1873,3,6274
United Kingdom,1874,3,6457
United Kingdom,1875,3,6464
United Kingdom,1876,3,6441
United Kingdom,1877,3,6410
United Kingdom,1878,3,6364
United Kingdom,1879,3,6176
United Kingdom,1880,7,6553
United Kingdom,1881,7,6637
United Kingdom,1882,7,6696
United Kingdom,1883,7,6848
United Kingdom,1884,7,6736
United Kingdom,1885,7,6633
United Kingdom,1886,7,6621
United Kingdom,1887,7,6835
United Kingdom,1888,7,6995
United Kingdom,1889,7,7164
United Kingdom,1890,7,7169
United Kingdom,1891,7,7276
United Kingdom,1892,7,7072
United Kingdom,1893,7,6963
United Kingdom,1894,7,7216
United Kingdom,1895,7,7387
United Kingdom,1896,7,7629
United Kingdom,1897,7,7642
United Kingdom,1898,7,7909
United Kingdom,1899,7,8113
United Kingdom,1900,7,8013
United Kingdom,1901,8,8107
United Kingdom,1902,8,8160
United Kingdom,1903,8,8018
United Kingdom,1904,8,8042
United Kingdom,1905,8,8208
United Kingdom,1906,8,8341
United Kingdom,1907,8,8428
United Kingdom,1908,8,8045
United Kingdom,1909,8,8163
United Kingdom,1910,8,8305
United Kingdom,1911,8,8491
United Kingdom,1912,8,8564
United Kingdom,1913,8,8853
United Kingdom,1914,8,8930
United Kingdom,1915,8,9330
United Kingdom,1916,8,9377
United Kingdom,1917,8,9276
United Kingdom,1918,8,9439
United Kingdom,1919,8,8683
United Kingdom,1920,8,8316
United Kingdom,1921,8,7420
United Kingdom,1922,10,7732
United Kingdom,1923,10,7892
United Kingdom,1924,10,8176
United Kingdom,1925,10,8407
United Kingdom,1926,10,8085
United Kingdom,1927,10,8647
United Kingdom,1928,10,8659
United Kingdom,1929,10,8858
United Kingdom,1930,10,8722
United Kingdom,1931,10,8253
United Kingdom,1932,10,8187
United Kingdom,1933,10,8388
United Kingdom,1934,10,8834
United Kingdom,1935,10,9095
United Kingdom,1936,10,9459
United Kingdom,1937,10,9719
United Kingdom,1938,10,9726
United Kingdom,1939,10,10022
United Kingdom,1940,10,10935
United Kingdom,1941,10,11860
United Kingdom,1942,10,11997
United Kingdom,1943,10,12078
United Kingdom,1944,10,11467
United Kingdom,1945,10,10881
United Kingdom,1946,10,10644
United Kingdom,1947,10,10411
United Kingdom,1948,10,10599
United Kingdom,1949,10,10866
United Kingdom,1950,10,11135
United Kingdom,1951,10,11416
United Kingdom,1952,10,11367
United Kingdom,1953,10,11751
United Kingdom,1954,10,12173
United Kingdom,1955,10,12531
United Kingdom,1956,10,12572
United Kingdom,1957,10,12702
United Kingdom,1958,10,12672
United Kingdom,1959,10,13122
United Kingdom,1960,10,13697
United Kingdom,1961,10,13887
United Kingdom,1962,10,13897
United Kingdom,1963,10,14393
United Kingdom,1964,10,15067
United Kingdom,1965,10,15292
United Kingdom,1966,10,15494
United Kingdom,1967,10,15777
United Kingdom,1968,10,16357
United Kingdom,1969,10,16616
United Kingdom,1970,10,16933
United Kingdom,1971,10,17207
United Kingdom,1972,10,17793
United Kingdom,1973,10,19043
United Kingdom,1974,10,18801
United Kingdom,1975,10,18699
United Kingdom,1976,10,19207
United Kingdom,1977,10,19684
United Kingdom,1978,10,20337
United Kingdom,1979,10,20871
United Kingdom,1980,10,20417
United Kingdom,1981,10,20149
United Kingdom,1982,10,20607
United Kingdom,1983,10,21357
United Kingdom,1984,10,21904
United Kingdom,1985,10,22648
United Kingdom,1986,10,23516
United Kingdom,1987,10,24551
United Kingdom,1988,10,25750
United Kingdom,1989,10,26279
United Kingdom,1990,10,26424
United Kingdom,1991,10,26017
United Kingdom,1992,10,26062
United Kingdom,1993,10,26688
United Kingdom,1994,10,27691
United Kingdom,1995,10,28317
United Kingdom,1996,10,28998
United Kingdom,1997,10,29662
United Kingdom,1998,10,30614
United Kingdom,1999,10,31474
United Kingdom,2000,10,32543
United Kingdom,2001,10,33282
United Kingdom,2002,10,33954
United Kingdom,2003,10,35250
United Kingdom,2004,10,35910
United Kingdom,2005,10,36665
United Kingdom,2006,10,37504
United Kingdom,2007,10,38164
United Kingdom,2008,10,37739
United Kingdom,2009,10,35840
United Kingdom,2010,10,36240
United Kingdom,2011,10,36549
United States,1800,4,2128
United States,1801,4,2168
United States,1802,4,2203
United States,1803,4,2167
United States,1804,4,2166
United States,1805,4,2211
United States,1806,4,2252
United States,1807,4,2274
United States,1808,4,2115
United States,1809,9,2218
United States,1810,9,2283
United States,1811,9,2328
United States,1812,9,2289
United States,1813,9,2314
United States,1814,9,2358
United States,1815,9,2349
United States,1816,9,2254
United States,1817,9,2252
United States,1818,9,2259
United States,1819,9,2255
United States,1820,9,2242
United States,1821,9,2277
United States,1822,9,2340
United States,1823,9,2315
United States,1824,9,2378
United States,1825,9,2432
United States,1826,9,2448
United States,1827,9,2459
United States,1828,9,2459
United States,1829,9,2379
United States,1830,9,2552
United States,1831,9,2709
United States,1832,9,2807
United States,1833,9,2906
United States,1834,9,2768
United States,1835,9,2874
United States,1836,9,2916
United States,1837,9,2826
United States,1838,9,2800
United States,1839,9,2937
United States,1840,9,2792
United States,1841,9,2735
United States,1842,9,2712
United States,1843,9,2754
United States,1844,9,2905
United States,1845,10,2951
United States,1846,10,2968
United States,1847,10,3046
United States,1848,10,3126
United States,1849,10,3046
United States,1850,9,3059
United States,1851,9,3184
United States,1852,9,3347
United States,1853,9,3576
United States,1854,8,3586
United States,1855,8,3507
United States,1856,8,3582
United States,1857,8,3503
United States,1858,8,3522
United States,1859,8,3617
United States,1860,8,3714
United States,1861,8,3638
United States,1862,8,3751
United States,1863,8,3995
United States,1864,8,4127
United States,1865,8,3914
United States,1866,8,3884
United States,1867,8,4013
United States,1868,8,4066
United States,1869,8,4175
United States,1870,8,4058
United States,1871,10,4154
United States,1872,10,4218
United States,1873,10,4323
United States,1874,10,4196
United States,1875,10,4316
United States,1876,10,4269
United States,1877,10,4311
United States,1878,10,4396
United States,1879,10,4834
United States,1880,10,5292
United States,1881,10,5344
United States,1882,10,5549
United States,1883,10,5552
United States,1884,10,5521
United States,1885,10,5439
United States,1886,10,5479
United States,1887,10,5603
United States,1888,10,5461
United States,1889,10,5680
United States,1890,10,5646
United States,1891,10,5772
United States,1892,10,6207
United States,1893,10,5792
United States,1894,10,5519
United States,1895,10,6070
United States,1896,10,5837
United States,1897,10,6280
United States,1898,10,6299
United States,1899,10,6752
United States,1900,10,6819
United States,1901,10,7442
United States,1902,10,7372
United States,1903,10,7589
United States,1904,10,7355
United States,1905,10,7744
United States,1906,10,8474
United States,1907,10,8452
United States,1908,10,7612
United States,1909,10,8374
United States,1910,10,8287
United States,1911,10,8416
United States,1912,10,8666
United States,1913,10,8824
United States,1914,10,7981
United States,1915,10,8081
United States,1916,10,9061
United States,1917,10,8703
United States,1918,10,9375
United States,1919,10,9401
United States,1920,10,9181
United States,1921,10,8789
United States,1922,10,9135
United States,1923,10,10150
United States,1924,10,10249
United States,1925,10,10316
United States,1926,10,10828
United States,1927,10,10771
United States,1928,10,10746
United States,1929,10,11272
United States,1930,10,10139
United States,1931,10,9277
United States,1932,10,7991
United States,1933,10,7769
United States,1934,10,8308
United States,1935,10,8872
United States,1936,10,10058
United States,1937,10,10413
United States,1938,10,9911
United States,1939,10,10605
United States,1940,10,11320
United States,1941,10,13239
United States,1942,10,15702
United States,1943,10,18551
United States,1944,10,19847
United States,1945,10,18828
United States,1946,10,14777
United States,1947,10,14267
United States,1948,10,14544
United States,1949,10,14340
United States,1950,10,15319
United States,1951,10,16198
United States,1952,10,16508
United States,1953,10,16974
United States,1954,10,16558
United States,1955,10,17409
United States,1956,10,17428
United States,1957,10,17430
United States,1958,10,16961
United States,1959,10,17909
United States,1960,10,18059
United States,1961,10,18170
United States,1962,10,18966
United States,1963,10,19497
United States,1964,10,20338
United States,1965,10,21361
United States,1966,10,22495
United States,1967,10,22803
United States,1968,10,23647
United States,1969,10,24147
United States,1970,10,23908
United States,1971,10,24350
United States,1972,10,25374
United States,1973,10,26567
United States,1974,10,26258
United States,1975,10,25934
United States,1976,10,27041
United States,1977,10,27990
United States,1978,10,29281
United States,1979,10,29951
United States,1980,10,29619
United States,1981,10,30070
United States,1982,10,29230
United States,1983,10,30185
United States,1984,10,32110
United States,1985,10,33065
United States,1986,10,33899
United States,1987,10,34787
United States,1988,10,35929
United States,1989,10,36830
United States,1990,10,37062
United States,1991,10,36543
United States,1992,10,37321
United States,1993,10,37844
United States,1994,10,38892
United States,1995,10,39476
United States,1996,10,40501
United States,1997,10,41812
United States,1998,10,43166
United States,1999,10,44673
United States,2000,10,45986
United States,2001,10,45978
United States,2002,10,46367
United States,2003,10,47260
United States,2004,10,48597
United States,2005,10,49762
United States,2006,10,50599
United States,2007,10,51011
United States,2008,10,50384
United States,2009,10,48558
United States,2010,10,49373
United States,2011,10,49781
Australia,1800,NA,815
Brazil,1800,NA,1109
Canada,1800,NA,1314
Egypt,1800,NA,791
Germany,1800,NA,1639
India,1800,NA,1052
Israel,1800,NA,879
Italy,1800,NA,2225
Jordan,1800,NA,976
South Korea,1800,NA,576
Netherlands,1800,NA,4235
Pakistan,1800,NA,1021
Saudi Arabia,1800,NA,846
Singapore,1800,NA,1021
Australia,1801,NA,816
Brazil,1801,NA,1109
Canada,1801,NA,1322
Egypt,1801,NA,791
Germany,1801,NA,1651
India,1801,NA,1052
Israel,1801,NA,880
Italy,1801,NA,2197
Jordan,1801,NA,976
South Korea,1801,NA,575
Netherlands,1801,NA,4161
Pakistan,1801,NA,1021
Saudi Arabia,1801,NA,846
Singapore,1801,NA,1021
Australia,1802,NA,818
Brazil,1802,NA,1109
Canada,1802,NA,1330
Egypt,1802,NA,791
Germany,1802,NA,1663
India,1802,NA,1052
Israel,1802,NA,880
Italy,1802,NA,2268
Jordan,1802,NA,977
South Korea,1802,NA,575
Netherlands,1802,NA,4391
Pakistan,1802,NA,1021
Saudi Arabia,1802,NA,847
Singapore,1802,NA,1022
Australia,1803,NA,820
Brazil,1803,NA,1109
Canada,1803,NA,1339
Egypt,1803,NA,791
Germany,1803,NA,1674
India,1803,NA,1052
Israel,1803,NA,880
Italy,1803,NA,2333
Jordan,1803,NA,977
South Korea,1803,NA,574
Netherlands,1803,NA,4297
Pakistan,1803,NA,1021
Saudi Arabia,1803,NA,847
Singapore,1803,NA,1022
Australia,1804,NA,822
Brazil,1804,NA,1109
Canada,1804,NA,1347
Egypt,1804,NA,791
Germany,1804,NA,1686
India,1804,NA,1052
Israel,1804,NA,880
Italy,1804,NA,2433
Jordan,1804,NA,977
South Korea,1804,NA,573
Netherlands,1804,NA,4502
Pakistan,1804,NA,1021
Saudi Arabia,1804,NA,848
Singapore,1804,NA,1022
Australia,1805,NA,824
Brazil,1805,NA,1110
Canada,1805,NA,1356
Egypt,1805,NA,791
Germany,1805,NA,1698
India,1805,NA,1052
Israel,1805,NA,880
Italy,1805,NA,2355
Jordan,1805,NA,977
South Korea,1805,NA,573
Netherlands,1805,NA,4238
Pakistan,1805,NA,1021
Saudi Arabia,1805,NA,848
Singapore,1805,NA,1022
Australia,1806,NA,826
Brazil,1806,NA,1110
Canada,1806,NA,1365
Egypt,1806,NA,792
Germany,1806,NA,1710
India,1806,NA,1052
Israel,1806,NA,880
Italy,1806,NA,2412
Jordan,1806,NA,977
South Korea,1806,NA,572
Netherlands,1806,NA,4270
Pakistan,1806,NA,1020
Saudi Arabia,1806,NA,849
Singapore,1806,NA,1022
Australia,1807,NA,828
Brazil,1807,NA,1110
Canada,1807,NA,1373
Egypt,1807,NA,792
Germany,1807,NA,1722
India,1807,NA,1052
Israel,1807,NA,880
Italy,1807,NA,2419
Jordan,1807,NA,977
South Korea,1807,NA,572
Netherlands,1807,NA,3914
Pakistan,1807,NA,1020
Saudi Arabia,1807,NA,850
Singapore,1807,NA,1022
Australia,1808,NA,830
Brazil,1808,NA,1110
Canada,1808,NA,1382
Egypt,1808,NA,792
Germany,1808,NA,1734
India,1808,NA,1051
Israel,1808,NA,881
Italy,1808,NA,2555
Jordan,1808,NA,977
South Korea,1808,NA,571
Netherlands,1808,NA,3483
Pakistan,1808,NA,1020
Saudi Arabia,1808,NA,850
Singapore,1808,NA,1023
Australia,1809,NA,832
Brazil,1809,NA,1110
Canada,1809,NA,1391
Egypt,1809,NA,792
Germany,1809,NA,1746
India,1809,NA,1051
Israel,1809,NA,881
Italy,1809,NA,2570
Jordan,1809,NA,978
South Korea,1809,NA,571
Netherlands,1809,NA,3430
Pakistan,1809,NA,1020
Saudi Arabia,1809,NA,851
Singapore,1809,NA,1023
Australia,1810,NA,834
Brazil,1810,NA,1110
Canada,1810,NA,1400
Egypt,1810,NA,792
Germany,1810,NA,1759
India,1810,NA,1051
Israel,1810,NA,881
Italy,1810,NA,2371
Jordan,1810,NA,978
South Korea,1810,NA,570
Netherlands,1810,NA,3927
Pakistan,1810,NA,1020
Saudi Arabia,1810,NA,852
Singapore,1810,NA,1023
Australia,1811,NA,835
Brazil,1811,NA,1111
Canada,1811,NA,1409
Egypt,1811,NA,792
Germany,1811,NA,1771
India,1811,NA,1051
Israel,1811,NA,881
Italy,1811,NA,2293
Jordan,1811,NA,978
South Korea,1811,NA,569
Netherlands,1811,NA,3966
Pakistan,1811,NA,1020
Saudi Arabia,1811,NA,852
Singapore,1811,NA,1023
Australia,1812,NA,837
Brazil,1812,NA,1111
Canada,1812,NA,1417
Egypt,1812,NA,792
Germany,1812,NA,1784
India,1812,NA,1051
Israel,1812,NA,881
Italy,1812,NA,2343
Jordan,1812,NA,978
South Korea,1812,NA,569
Netherlands,1812,NA,3447
Pakistan,1812,NA,1020
Saudi Arabia,1812,NA,853
Singapore,1812,NA,1023
Australia,1813,NA,839
Brazil,1813,NA,1111
Canada,1813,NA,1427
Egypt,1813,NA,792
Germany,1813,NA,1796
India,1813,NA,1051
Israel,1813,NA,881
Italy,1813,NA,2407
Jordan,1813,NA,978
South Korea,1813,NA,568
Netherlands,1813,NA,3097
Pakistan,1813,NA,1020
Saudi Arabia,1813,NA,853
Singapore,1813,NA,1023
Australia,1814,NA,841
Brazil,1814,NA,1111
Canada,1814,NA,1436
Egypt,1814,NA,792
Germany,1814,NA,1809
India,1814,NA,1051
Israel,1814,NA,881
Italy,1814,NA,2436
Jordan,1814,NA,978
South Korea,1814,NA,568
Netherlands,1814,NA,2983
Pakistan,1814,NA,1020
Saudi Arabia,1814,NA,854
Singapore,1814,NA,1023
Australia,1815,NA,843
Brazil,1815,NA,1111
Canada,1815,NA,1445
Egypt,1815,NA,793
Germany,1815,NA,1822
India,1815,NA,1051
Israel,1815,NA,881
Italy,1815,NA,2330
Jordan,1815,NA,978
South Korea,1815,NA,567
Pakistan,1815,NA,1019
Saudi Arabia,1815,NA,855
Singapore,1815,NA,1024
Australia,1816,NA,845
Brazil,1816,NA,1111
Canada,1816,NA,1454
Egypt,1816,NA,793
Germany,1816,NA,1834
India,1816,NA,1051
Israel,1816,NA,882
Italy,1816,NA,2294
Jordan,1816,NA,979
South Korea,1816,NA,566
Pakistan,1816,NA,1019
Saudi Arabia,1816,NA,855
Singapore,1816,NA,1024
Australia,1817,NA,847
Brazil,1817,NA,1112
Canada,1817,NA,1463
Egypt,1817,NA,793
Germany,1817,NA,1847
India,1817,NA,1050
Israel,1817,NA,882
Italy,1817,NA,2316
Jordan,1817,NA,979
South Korea,1817,NA,566
Pakistan,1817,NA,1019
Saudi Arabia,1817,NA,856
Singapore,1817,NA,1024
Australia,1818,NA,849
Brazil,1818,NA,1112
Canada,1818,NA,1472
Egypt,1818,NA,793
Germany,1818,NA,1860
India,1818,NA,1050
Israel,1818,NA,882
Italy,1818,NA,2495
Jordan,1818,NA,979
South Korea,1818,NA,565
Pakistan,1818,NA,1019
Saudi Arabia,1818,NA,856
Singapore,1818,NA,1024
Australia,1819,NA,851
Brazil,1819,NA,1112
Canada,1819,NA,1482
Egypt,1819,NA,793
Germany,1819,NA,1874
India,1819,NA,1050
Israel,1819,NA,882
Italy,1819,NA,2474
Jordan,1819,NA,979
South Korea,1819,NA,565
Pakistan,1819,NA,1019
Saudi Arabia,1819,NA,857
Singapore,1819,NA,1024
Australia,1820,NA,853
Brazil,1820,NA,1112
Canada,1820,NA,1491
Egypt,1820,NA,793
Germany,1820,NA,1887
India,1820,NA,1050
Israel,1820,NA,882
Italy,1820,NA,2474
Jordan,1820,NA,979
South Korea,1820,NA,564
Pakistan,1820,NA,1019
Saudi Arabia,1820,NA,858
Singapore,1820,NA,1024
Australia,1821,NA,861
Brazil,1821,NA,1114
Canada,1821,NA,1507
Egypt,1821,NA,797
Germany,1821,NA,1900
India,1821,NA,1050
Israel,1821,NA,882
Italy,1821,NA,2432
Jordan,1821,NA,983
South Korea,1821,NA,564
Pakistan,1821,NA,1019
Saudi Arabia,1821,NA,859
Singapore,1821,NA,1027
Australia,1822,NA,886
Brazil,1822,NA,1117
Canada,1822,NA,1522
Egypt,1822,NA,801
Germany,1822,NA,1913
India,1822,NA,1050
Israel,1822,NA,882
Italy,1822,NA,2460
Jordan,1822,NA,987
South Korea,1822,NA,563
Pakistan,1822,NA,1019
Saudi Arabia,1822,NA,860
Singapore,1822,NA,1029
Australia,1823,NA,916
Brazil,1823,NA,1119
Canada,1823,NA,1538
Egypt,1823,NA,804
Germany,1823,NA,1927
India,1823,NA,1051
Israel,1823,NA,882
Italy,1823,NA,2482
Jordan,1823,NA,991
South Korea,1823,NA,562
Pakistan,1823,NA,1019
Saudi Arabia,1823,NA,861
Singapore,1823,NA,1031
Australia,1824,NA,968
Canada,1824,NA,1553
Egypt,1824,NA,808
Germany,1824,NA,1941
India,1824,NA,1051
Israel,1824,NA,883
Italy,1824,NA,2547
Jordan,1824,NA,995
South Korea,1824,NA,562
Pakistan,1824,NA,1019
Saudi Arabia,1824,NA,862
Singapore,1824,NA,1034
Australia,1825,NA,1015
Canada,1825,NA,1569
Egypt,1825,NA,812
Germany,1825,NA,1954
India,1825,NA,1051
Israel,1825,NA,883
Italy,1825,NA,2512
Jordan,1825,NA,999
South Korea,1825,NA,561
Pakistan,1825,NA,1020
Saudi Arabia,1825,NA,863
Singapore,1825,NA,1036
Australia,1826,NA,1034
Canada,1826,NA,1585
Egypt,1826,NA,815
Germany,1826,NA,1968
India,1826,NA,1051
Israel,1826,NA,883
Italy,1826,NA,2583
Jordan,1826,NA,1003
South Korea,1826,NA,561
Pakistan,1826,NA,1020
Saudi Arabia,1826,NA,864
Singapore,1826,NA,1038
Australia,1827,NA,1066
Canada,1827,NA,1602
Egypt,1827,NA,819
Germany,1827,NA,1982
India,1827,NA,1051
Israel,1827,NA,883
Italy,1827,NA,2541
Jordan,1827,NA,1008
South Korea,1827,NA,560
Pakistan,1827,NA,1020
Saudi Arabia,1827,NA,865
Singapore,1827,NA,1040
Australia,1828,NA,1092
Canada,1828,NA,1618
Egypt,1828,NA,823
Germany,1828,NA,1996
India,1828,NA,1051
Israel,1828,NA,883
Italy,1828,NA,2513
Jordan,1828,NA,1012
South Korea,1828,NA,560
Pakistan,1828,NA,1020
Saudi Arabia,1828,NA,866
Singapore,1828,NA,1043
Australia,1829,NA,1153
Canada,1829,NA,1635
Egypt,1829,NA,827
Germany,1829,NA,2010
India,1829,NA,1051
Israel,1829,NA,883
Italy,1829,NA,2506
Jordan,1829,NA,1016
South Korea,1829,NA,559
Pakistan,1829,NA,1020
Saudi Arabia,1829,NA,867
Singapore,1829,NA,1045
Australia,1830,NA,1399
Canada,1830,NA,1651
Egypt,1830,NA,831
Germany,1830,NA,2024
India,1830,NA,1052
Israel,1830,NA,883
Italy,1830,NA,2471
Jordan,1830,NA,1020
South Korea,1830,NA,559
Pakistan,1830,NA,1020
Saudi Arabia,1830,NA,868
Singapore,1830,NA,1047
Australia,1831,NA,1446
Canada,1831,NA,1677
Egypt,1831,NA,834
Germany,1831,NA,2032
India,1831,NA,1052
Israel,1831,NA,884
Italy,1831,NA,2557
Jordan,1831,NA,1024
South Korea,1831,NA,558
Pakistan,1831,NA,1020
Saudi Arabia,1831,NA,869
Singapore,1831,NA,1050
Australia,1832,NA,1479
Canada,1832,NA,1702
Egypt,1832,NA,838
Germany,1832,NA,2039
India,1832,NA,1052
Israel,1832,NA,884
Italy,1832,NA,2578
Jordan,1832,NA,1028
South Korea,1832,NA,557
Pakistan,1832,NA,1021
Saudi Arabia,1832,NA,870
Singapore,1832,NA,1052
Australia,1833,NA,1485
Canada,1833,NA,1728
Egypt,1833,NA,842
Germany,1833,NA,2047
India,1833,NA,1052
Israel,1833,NA,884
Italy,1833,NA,2593
Jordan,1833,NA,1033
South Korea,1833,NA,557
Pakistan,1833,NA,1021
Saudi Arabia,1833,NA,871
Singapore,1833,NA,1054
Australia,1834,NA,1562
Canada,1834,NA,1755
Egypt,1834,NA,846
Germany,1834,NA,2055
India,1834,NA,1052
Israel,1834,NA,884
Italy,1834,NA,2615
Jordan,1834,NA,1037
South Korea,1834,NA,556
Pakistan,1834,NA,1021
Saudi Arabia,1834,NA,872
Singapore,1834,NA,1057
Australia,1835,NA,1890
Canada,1835,NA,1781
Egypt,1835,NA,850
Germany,1835,NA,2063
India,1835,NA,1052
Israel,1835,NA,884
Italy,1835,NA,2687
Jordan,1835,NA,1041
South Korea,1835,NA,556
Pakistan,1835,NA,1021
Saudi Arabia,1835,NA,874
Singapore,1835,NA,1059
Australia,1836,NA,1858
Canada,1836,NA,1809
Egypt,1836,NA,854
Germany,1836,NA,2070
India,1836,NA,1052
Israel,1836,NA,884
Italy,1836,NA,2494
Jordan,1836,NA,1045
South Korea,1836,NA,555
Pakistan,1836,NA,1021
Saudi Arabia,1836,NA,875
Singapore,1836,NA,1061
Australia,1837,NA,1948
Canada,1837,NA,1836
Egypt,1837,NA,858
Germany,1837,NA,2078
India,1837,NA,1053
Israel,1837,NA,884
Italy,1837,NA,2430
Jordan,1837,NA,1050
South Korea,1837,NA,555
Pakistan,1837,NA,1021
Saudi Arabia,1837,NA,876
Singapore,1837,NA,1064
Australia,1838,NA,1924
Canada,1838,NA,1864
Egypt,1838,NA,862
Germany,1838,NA,2086
India,1838,NA,1053
Israel,1838,NA,884
Italy,1838,NA,2466
Jordan,1838,NA,1054
South Korea,1838,NA,554
Pakistan,1838,NA,1022
Saudi Arabia,1838,NA,877
Singapore,1838,NA,1066
Australia,1839,NA,1795
Canada,1839,NA,1893
Egypt,1839,NA,866
Germany,1839,NA,2094
India,1839,NA,1053
Israel,1839,NA,885
Italy,1839,NA,2445
Jordan,1839,NA,1058
South Korea,1839,NA,553
Pakistan,1839,NA,1022
Saudi Arabia,1839,NA,878
Singapore,1839,NA,1069
Australia,1840,NA,2269
Canada,1840,NA,1922
Egypt,1840,NA,870
Germany,1840,NA,2102
India,1840,NA,1053
Israel,1840,NA,885
Italy,1840,NA,2524
Jordan,1840,NA,1062
South Korea,1840,NA,553
Pakistan,1840,NA,1022
Saudi Arabia,1840,NA,879
Singapore,1840,NA,1071
Australia,1841,NA,1936
Canada,1841,NA,1948
Egypt,1841,NA,874
Germany,1841,NA,2110
India,1841,NA,1053
Israel,1841,NA,885
Italy,1841,NA,2575
Jordan,1841,NA,1067
South Korea,1841,NA,552
Pakistan,1841,NA,1022
Saudi Arabia,1841,NA,880
Singapore,1841,NA,1073
Australia,1842,NA,1766
Canada,1842,NA,1975
Egypt,1842,NA,878
Germany,1842,NA,2118
India,1842,NA,1053
Israel,1842,NA,885
Italy,1842,NA,2597
Jordan,1842,NA,1071
South Korea,1842,NA,552
Pakistan,1842,NA,1022
Saudi Arabia,1842,NA,881
Singapore,1842,NA,1076
Australia,1843,NA,2048
Canada,1843,NA,2002
Egypt,1843,NA,882
Germany,1843,NA,2126
India,1843,NA,1054
Israel,1843,NA,885
Italy,1843,NA,2468
Jordan,1843,NA,1076
South Korea,1843,NA,551
Pakistan,1843,NA,1022
Saudi Arabia,1843,NA,882
Singapore,1843,NA,1078
Australia,1844,NA,2328
Canada,1844,NA,2029
Egypt,1844,NA,886
Germany,1844,NA,2134
India,1844,NA,1054
